,caption,caption_list
2953,"@CihanYedek https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica #reggaemusic https://t.co/SBgVPOupLX","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'reggaemusic', 'https', '//t.co/sbgvpouplx']"
2961,"RT @BlissfieldBall: #Mmemberville #stonerfam #CannabisCommunity #Weedmob #WeedLovers #cannabisindustry #420community 
FRIDAY'S SPEC","['mmemberville', 'stonerfam', 'cannabiscommunity', 'weedmob', 'weedlovers', 'cannabisindustry', '420community', 'friday', ""'s"", 'spec']"
3042,"RT @cana_kush: ""Posted byu/smoknkc
Showoff
The smells from DG, Forum Stomper and SN is unreal!!!"" https://t.co/EKt11WuV4X

#cannabis  FREE","['``', 'posted', 'byu/smoknkc', 'showoff', 'smells', 'dg', 'forum', 'stomper', 'sn', 'unreal', ""''"", 'https', '//t.co/ekt11wuv4x', 'cannabis', 'free']"
3105,"@CihanYedek https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica #reggaemusic https://t.co/e6sHV2z5pA","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'reggaemusic', 'https', '//t.co/e6shv2z5pa']"
3106,"@CihanYedek https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica #reggaemusic https://t.co/e6sHV2z5pA","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'reggaemusic', 'https', '//t.co/e6shv2z5pa']"
3240,"@CihanYedek https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#cannabis #art #bobmarleyandthewailers https://t.co/BTlt9kdQOc","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'cannabis', 'art', 'bobmarleyandthewailers', 'https', '//t.co/btlt9kdqoc']"
3241,"@CihanYedek https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#cannabis #art #bobmarleyandthewailers https://t.co/BTlt9kdQOc","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'cannabis', 'art', 'bobmarleyandthewailers', 'https', '//t.co/btlt9kdqoc']"
3276,"https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#cannabis #art #bobmarleyandthewailers #jamaican https://t.co/ZbUq3TL05R","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'cannabis', 'art', 'bobmarleyandthewailers', 'jamaican', 'https', '//t.co/zbuq3tl05r']"
3303,"@CihanYedek https://t.co/LVK05Yl2KJ
@CihanYedek
https://t.co/GoQiopvuyC 
#bobmarley #reggae #jamaica #reggaemusic https://t.co/Bfi7BUXFzL","['https', '//t.co/lvk05yl2kj', 'https', '//t.co/goqiopvuyc', 'reggae', 'jamaica', 'reggaemusic', 'https', '//t.co/bfi7buxfzl']"
3304,"@CihanYedek https://t.co/LVK05Yl2KJ
@CihanYedek
https://t.co/GoQiopvuyC 
#bobmarley #reggae #jamaica #reggaemusic https://t.co/Bfi7BUXFzL","['https', '//t.co/lvk05yl2kj', 'https', '//t.co/goqiopvuyc', 'reggae', 'jamaica', 'reggaemusic', 'https', '//t.co/bfi7buxfzl']"
3312,"https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica #reggaemusic #music #rasta https://t.co/IOBRMkvGEw","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'reggaemusic', 'music', 'rasta', 'https', '//t.co/iobrmkvgew']"
3357,"@CihanYedek https://t.co/LVK05Yl2KJ
@CihanYedek
https://t.co/GoQiopvuyC 
#bobmarley #reggae #jamaica #reggaemusic https://t.co/mvDqGOky9Q","['https', '//t.co/lvk05yl2kj', 'https', '//t.co/goqiopvuyc', 'reggae', 'jamaica', 'reggaemusic', 'https', '//t.co/mvdqgoky9q']"
3358,"@CihanYedek https://t.co/LVK05Yl2KJ
@CihanYedek
https://t.co/GoQiopvuyC 
#bobmarley #reggae #jamaica #reggaemusic https://t.co/mvDqGOky9Q","['https', '//t.co/lvk05yl2kj', 'https', '//t.co/goqiopvuyc', 'reggae', 'jamaica', 'reggaemusic', 'https', '//t.co/mvdqgoky9q']"
3402,"@CihanYedek https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#cannabis #art #bobmarleyandthewailers https://t.co/1JS3ZD6d8k","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'cannabis', 'art', 'bobmarleyandthewailers', 'https', '//t.co/1js3zd6d8k']"
3403,"@CihanYedek https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#cannabis #art #bobmarleyandthewailers https://t.co/1JS3ZD6d8k","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'cannabis', 'art', 'bobmarleyandthewailers', 'https', '//t.co/1js3zd6d8k']"
3492,"@CihanYedek https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica #reggaemusic https://t.co/YtQmWJUzmF","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'reggaemusic', 'https', '//t.co/ytqmwjuzmf']"
3493,"@CihanYedek https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica #reggaemusic https://t.co/YtQmWJUzmF","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'reggaemusic', 'https', '//t.co/ytqmwjuzmf']"
3501,"RT @KannabiaSeeds:  KAMA KUSH CBD  by #KannabiaSeeds  @IntKannabia @Kannabia_US
 Enviada por el amigo #kannabista de IG @amigueroculti","['kama', 'kush', 'cbd', 'enviada', 'amigo', 'kannabista', 'ig', 'amigueroculti']"
3502,"RT @KannabiaSeeds:  KAMA KUSH CBD  by #KannabiaSeeds  @IntKannabia @Kannabia_US
 Enviada por el amigo #kannabista de IG @amigueroculti","['kama', 'kush', 'cbd', 'enviada', 'amigo', 'kannabista', 'ig', 'amigueroculti']"
3503,"RT @KannabiaSeeds:  KAMA KUSH CBD  by #KannabiaSeeds  @IntKannabia @Kannabia_US
 Enviada por el amigo #kannabista de IG @amigueroculti","['kama', 'kush', 'cbd', 'enviada', 'amigo', 'kannabista', 'ig', 'amigueroculti']"
3510,"https://t.co/LVK05Y3rTb
@CihanYedek
https://t.co/GoQiopN5Xc 
#bobmarley #reggae #jamaica #reggaemusic #music #rasta https://t.co/hwPOw3nEHY","['https', '//t.co/lvk05y3rtb', 'https', '//t.co/goqiopn5xc', 'reggae', 'jamaica', 'reggaemusic', 'music', 'rasta', 'https', '//t.co/hwpow3nehy']"
3519,"RT @KannabiaSeeds:  COOKIES HAZE by #KannabiaSeeds  @IntKannabia @Kannabia_Samen @Kannabia_US
 Gracias al amigo #kannabista de IG @medic","['cookies', 'haze', 'gracias', 'amigo', 'kannabista', 'ig', 'medic']"
3520,"RT @KannabiaSeeds:  COOKIES HAZE by #KannabiaSeeds  @IntKannabia @Kannabia_Samen @Kannabia_US
 Gracias al amigo #kannabista de IG @medic","['cookies', 'haze', 'gracias', 'amigo', 'kannabista', 'ig', 'medic']"
3521,"RT @KannabiaSeeds:  COOKIES HAZE by #KannabiaSeeds  @IntKannabia @Kannabia_Samen @Kannabia_US
 Gracias al amigo #kannabista de IG @medic","['cookies', 'haze', 'gracias', 'amigo', 'kannabista', 'ig', 'medic']"
3522,"RT @KannabiaSeeds:  COOKIES HAZE by #KannabiaSeeds  @IntKannabia @Kannabia_Samen @Kannabia_US
 Gracias al amigo #kannabista de IG @medic","['cookies', 'haze', 'gracias', 'amigo', 'kannabista', 'ig', 'medic']"
3564,"RT @KannabiaSeeds:  COOKIES HAZE by #KannabiaSeeds  @IntKannabia @Kannabia_Samen @Kannabia_US
 Gracias al amigo #kannabista de IG @perry","['cookies', 'haze', 'gracias', 'amigo', 'kannabista', 'ig', 'perry']"
3565,"RT @KannabiaSeeds:  COOKIES HAZE by #KannabiaSeeds  @IntKannabia @Kannabia_Samen @Kannabia_US
 Gracias al amigo #kannabista de IG @perry","['cookies', 'haze', 'gracias', 'amigo', 'kannabista', 'ig', 'perry']"
3566,"RT @KannabiaSeeds:  COOKIES HAZE by #KannabiaSeeds  @IntKannabia @Kannabia_Samen @Kannabia_US
 Gracias al amigo #kannabista de IG @perry","['cookies', 'haze', 'gracias', 'amigo', 'kannabista', 'ig', 'perry']"
3567,"RT @KannabiaSeeds:  COOKIES HAZE by #KannabiaSeeds  @IntKannabia @Kannabia_Samen @Kannabia_US
 Gracias al amigo #kannabista de IG @perry","['cookies', 'haze', 'gracias', 'amigo', 'kannabista', 'ig', 'perry']"
3582,"RT @KannabiaSeeds:  SWISS DREAM CBD by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo de IG #kannabist @bun","['swiss', 'dream', 'cbd', 'gracias', 'amigo', 'ig', 'kannabist', 'bun']"
3583,"RT @KannabiaSeeds:  SWISS DREAM CBD by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo de IG #kannabist @bun","['swiss', 'dream', 'cbd', 'gracias', 'amigo', 'ig', 'kannabist', 'bun']"
3584,"RT @KannabiaSeeds:  SWISS DREAM CBD by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo de IG #kannabist @bun","['swiss', 'dream', 'cbd', 'gracias', 'amigo', 'ig', 'kannabist', 'bun']"
3585,"RT @KannabiaSeeds:  SWISS DREAM CBD by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias al amigo de IG #kannabist @bun","['swiss', 'dream', 'cbd', 'gracias', 'amigo', 'ig', 'kannabist', 'bun']"
3627,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/kf8o1COJuF,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']"
3654,"RT @KannabiaSeeds:  AMNESIA DREAM XL AUTO EDITION by #KannabiaSeeds  @IntKannabia @Kannabia_US
 Gracias a la amiga #kannabista @Sophie_M","['amnesia', 'dream', 'xl', 'auto', 'edition', 'gracias', 'amiga', 'kannabista', 'sophie_m']"
3655,"RT @KannabiaSeeds:  AMNESIA DREAM XL AUTO EDITION by #KannabiaSeeds  @IntKannabia @Kannabia_US
 Gracias a la amiga #kannabista @Sophie_M","['amnesia', 'dream', 'xl', 'auto', 'edition', 'gracias', 'amiga', 'kannabista', 'sophie_m']"
3656,"RT @KannabiaSeeds:  AMNESIA DREAM XL AUTO EDITION by #KannabiaSeeds  @IntKannabia @Kannabia_US
 Gracias a la amiga #kannabista @Sophie_M","['amnesia', 'dream', 'xl', 'auto', 'edition', 'gracias', 'amiga', 'kannabista', 'sophie_m']"
3663,"RT @IntKannabia:  BIG BAND by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friend @Greenseedtes","['big', 'band', 'thanks', 'kannabist', 'friend', 'greenseedtes']"
3664,"RT @IntKannabia:  BIG BAND by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friend @Greenseedtes","['big', 'band', 'thanks', 'kannabist', 'friend', 'greenseedtes']"
3665,"RT @IntKannabia:  BIG BAND by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friend @Greenseedtes","['big', 'band', 'thanks', 'kannabist', 'friend', 'greenseedtes']"
3666,"RT @IntKannabia:  BIG BAND by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friend @Greenseedtes","['big', 'band', 'thanks', 'kannabist', 'friend', 'greenseedtes']"
3672,"RT @hhc_vape: HAPPY 4:20

Instagram
12

^ ^


#HHC #HHC #CBD #CBN #chill #","['happy', '4:20', 'instagram', '12', 'hhc', 'hhc', 'cbd', 'cbn', 'chill']"
3699,"RT @KannabiaSeeds: ""FEEL UP"" (Vol.1) by @DJVadim en @SoulbeatsMsc 
500 copias de este disco llevan de regalo un pack de 3 unidades de #","['``', 'feel', ""''"", 'vol.1', '500', 'copias', 'disco', 'llevan', 'regalo', 'pack', 'unidades']"
3726,RT @AngelOfCannabis: Stop right there! #StonerFam #smokeweed #CannabisCommunity https://t.co/bIGqhJj89X,"['stop', 'right', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bigqhjj89x']"
3735,"RT @AnaemekaJay: The dip is not the problem but the lens with which you view the dip.
While some see disappointment, others see opportunity","['dip', 'problem', 'lens', 'view', 'dip', 'see', 'disappointment', 'others', 'see', 'opportunity']"
3762,RT @AnaemekaJay: Prices of cryptocurrencies waver. They fall and rise and always will. But our trust in #transhumancoin and our love for hu,"['prices', 'cryptocurrencies', 'waver', 'fall', 'rise', 'always', 'trust', 'love', 'hu']"
3816,"RT @AnaemekaJay: We believe in #TranshumanCoin project because @transhumancoin is way beyond #cryptocurrency.
It's the future. And that's w","['believe', 'project', 'way', 'beyond', 'cryptocurrency', ""'s"", 'future', ""'s"", 'w']"
3817,"RT @AnaemekaJay: We believe in #TranshumanCoin project because @transhumancoin is way beyond #cryptocurrency.
It's the future. And that's w","['believe', 'project', 'way', 'beyond', 'cryptocurrency', ""'s"", 'future', ""'s"", 'w']"
4041,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/kf8o1COJuF,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']"
4060,"RT @purpleriskmgmt: New Jersey adult-use marijuana sales might begin within weeks,' gov says https://t.co/1HVVwHqnld via @MJBizDaily #newj","['new', 'jersey', 'adult-use', 'marijuana', 'sales', 'might', 'begin', 'within', 'weeks', 'gov', 'says', 'https', '//t.co/1hvvwhqnld', 'via', 'newj']"
4141,"RT @GriffKohout: @POTUS @JoeBiden Legalize Cannabis Marijuana Ganja in all 50 states, Corporate Joe Biden!

#we are #eARTh &amp; we demand #leg","['legalize', 'cannabis', 'marijuana', 'ganja', '50', 'states', 'corporate', 'joe', 'biden', 'earth', 'amp', 'demand', 'leg']"
4203,"RT @ReyLotto: #LOTTOREY
25/02/2022
4:30 pm
Sorteo#: 5033
35 Jirafa

Quieres plata?JuegaLottoRey
juegal #Legal
#RT #RT 
#25Febrero","['lottorey', '25/02/2022', '4:30', 'pm', 'sorteo', '5033', '35', 'jirafa', 'quieres', 'plata', 'juegalottorey', 'juegal', 'legal', '25febrero']"
4545,"RT @LePro_1:  Make Art Not War! 

Crypto Cannabis Art Collection at @OpenSea 
1/1 hand-drawn illustrations of cannabis flowers 

#","['make', 'art', 'crypto', 'cannabis', 'art', 'collection', '1/1', 'hand-drawn', 'illustrations', 'cannabis', 'flowers']"
4546,"RT @LePro_1:  Make Art Not War! 

Crypto Cannabis Art Collection at @OpenSea 
1/1 hand-drawn illustrations of cannabis flowers 

#","['make', 'art', 'crypto', 'cannabis', 'art', 'collection', '1/1', 'hand-drawn', 'illustrations', 'cannabis', 'flowers']"
4591,RT @multitalentfrey: @Karl_Lauterbach sagt bei @TiloJung dass #Legalisierung nicht auf dem Vorhabenzettel fr dieses Jahr steht. Vielleicht,"['sagt', 'legalisierung', 'vorhabenzettel', 'fr', 'jahr', 'steht', 'vielleicht']"
4752,RT @AngelOfCannabis: Stop right there! #StonerFam #smokeweed #CannabisCommunity https://t.co/bIGqhJj89X,"['stop', 'right', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bigqhjj89x']"
4968,RT @GotHappyWeed: #MARIJUANA IS 100% AWESOME,"['marijuana', '100', 'awesome']"
4986,"RT @Ganjly420: Puffco Pro 2 Vaporizer Review @KingPenVapes

The new Puffco Pro 2 Vaporizer is smaller, sleeker, and made of better quality","['puffco', 'pro', 'vaporizer', 'review', 'new', 'puffco', 'pro', 'vaporizer', 'smaller', 'sleeker', 'made', 'better', 'quality']"
5022,RT @AngelOfCannabis: Stop right there! #StonerFam #smokeweed #CannabisCommunity https://t.co/bIGqhJj89X,"['stop', 'right', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bigqhjj89x']"
5067,RT @Invest420: Cannabis Earnings Season Kicks Into High Gear https://t.co/EdePZfm5HZ #cannabis  $CURLF $GTBIF $CGC $ACB $SMG $MAPS $IIPR $M,"['cannabis', 'earnings', 'season', 'kicks', 'high', 'gear', 'https', '//t.co/edepzfm5hz', 'cannabis', 'curlf', 'gtbif', 'cgc', 'acb', 'smg', 'maps', 'iipr']"
5139,"RT @MMPconnection: #cannabiscommunity #marijuana #cannabis Texas is evolving on marijuana, so what would it take to change the laws? 

AUST","['cannabiscommunity', 'marijuana', 'cannabis', 'texas', 'evolving', 'marijuana', 'would', 'change', 'laws', 'aust']"
5148,RT @AngelOfCannabis: Stop right there! #StonerFam #smokeweed #CannabisCommunity https://t.co/bIGqhJj89X,"['stop', 'right', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bigqhjj89x']"
5175,"RT @MMPconnection: #cannabiscommunity #marijuana #cannabis CANNABIS + CANVASES 
From branded cans to dispensary galleries, things are looki","['cannabiscommunity', 'marijuana', 'cannabis', 'cannabis', 'canvases', 'branded', 'cans', 'dispensary', 'galleries', 'things', 'looki']"
5247,"RT @BuyMyWeedOnline: If you want to experience the satisfaction of smoking homegrown weed, it's crucial to know the entire life cycle and w","['experience', 'satisfaction', 'smoking', 'homegrown', 'weed', ""'s"", 'crucial', 'know', 'entire', 'life', 'cycle', 'w']"
5256,RT @AngelOfCannabis: Stop right there! #StonerFam #smokeweed #CannabisCommunity https://t.co/bIGqhJj89X,"['stop', 'right', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bigqhjj89x']"
5265,RT @AngelOfCannabis: Stop right there! #StonerFam #smokeweed #CannabisCommunity https://t.co/bIGqhJj89X,"['stop', 'right', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bigqhjj89x']"
5364,"RT @ReyLotto: #LOTTOREY
25/02/2022
4:30 pm
Sorteo#: 5033
35 Jirafa

Quieres plata?JuegaLottoRey
juegal #Legal
#RT #RT 
#25Febrero","['lottorey', '25/02/2022', '4:30', 'pm', 'sorteo', '5033', '35', 'jirafa', 'quieres', 'plata', 'juegalottorey', 'juegal', 'legal', '25febrero']"
5409,"RT @support_cbd: 
basestores(EC""4"")
(^^)","['basestores', 'ec', ""''"", ""''"", '^^']"
5688,"RT @KannabiaSeeds:  COOKIES HAZE by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias a la amiga #kannabista @Sophie_MJ","['cookies', 'haze', 'gracias', 'amiga', 'kannabista']"
5689,"RT @KannabiaSeeds:  COOKIES HAZE by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias a la amiga #kannabista @Sophie_MJ","['cookies', 'haze', 'gracias', 'amiga', 'kannabista']"
5690,"RT @KannabiaSeeds:  COOKIES HAZE by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias a la amiga #kannabista @Sophie_MJ","['cookies', 'haze', 'gracias', 'amiga', 'kannabista']"
5691,"RT @KannabiaSeeds:  COOKIES HAZE by #KannabiaSeeds  @IntKannabia @Kannabia_US @Kannabia_Samen
 Gracias a la amiga #kannabista @Sophie_MJ","['cookies', 'haze', 'gracias', 'amiga', 'kannabista']"
5769,RT @AngelOfCannabis:  #StonerFam #smokeweed #CannabisCommunity https://t.co/60SYfXVQ6r,"['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/60syfxvq6r']"
5841,"RT @Kannabia_Samen:  THCV von #KannabiaSeeds  @IntKannabia @KannabiaSeeds @Kannabia_US
 Danke  @AdrycManellson &amp; @INMAQ16  
 #THC","['thcv', 'danke', 'amp', 'thc']"
5842,"RT @Kannabia_Samen:  THCV von #KannabiaSeeds  @IntKannabia @KannabiaSeeds @Kannabia_US
 Danke  @AdrycManellson &amp; @INMAQ16  
 #THC","['thcv', 'danke', 'amp', 'thc']"
5843,"RT @Kannabia_Samen:  THCV von #KannabiaSeeds  @IntKannabia @KannabiaSeeds @Kannabia_US
 Danke  @AdrycManellson &amp; @INMAQ16  
 #THC","['thcv', 'danke', 'amp', 'thc']"
5844,"RT @Kannabia_Samen:  THCV von #KannabiaSeeds  @IntKannabia @KannabiaSeeds @Kannabia_US
 Danke  @AdrycManellson &amp; @INMAQ16  
 #THC","['thcv', 'danke', 'amp', 'thc']"
5850,"RT @hhc_vape: HHC VAPE

Instagram

12




HHC VAPE

HHC VAPE Instagram
https://t.co/c","['hhc', 'vape', 'instagram', '12', 'hhc', 'vape', 'hhc', 'vape', 'instagram', 'https', '//t.co/c']"
5859,"RT @IntKannabia:  KRITIKAL-K by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friends @AdrycMane","['kritikal-k', 'thanks', 'kannabist', 'friends', 'adrycmane']"
5860,"RT @IntKannabia:  KRITIKAL-K by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friends @AdrycMane","['kritikal-k', 'thanks', 'kannabist', 'friends', 'adrycmane']"
5861,"RT @IntKannabia:  KRITIKAL-K by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friends @AdrycMane","['kritikal-k', 'thanks', 'kannabist', 'friends', 'adrycmane']"
5862,"RT @IntKannabia:  KRITIKAL-K by #KannabiaSeeds  @KannabiaSeeds @Kannabia_Samen @Kannabia_US
 Thanks to our #kannabist friends @AdrycMane","['kritikal-k', 'thanks', 'kannabist', 'friends', 'adrycmane']"
5994,"RT @canna_journal: Cronos Group Inc. to Hold 2021 Fourth Quarter and Full-Year Earnings Conference Call on March 1, 2022 #cannabis
https://","['cronos', 'group', 'inc.', 'hold', '2021', 'fourth', 'quarter', 'full-year', 'earnings', 'conference', 'call', 'march', '2022', 'cannabis', 'https', '//']"
6048,RT @TheGrowthOp: Researchers at @JohnsHopkins University are looking for healthy people in the Baltimore area who want to eat cannabis edib,"['researchers', 'university', 'looking', 'healthy', 'people', 'baltimore', 'area', 'eat', 'cannabis', 'edib']"
6066,RT @420JobsCareers: 420 MEME OF THE DAY /// #420Meme #420Memes #Marijuana #Jobs #Cannabis #Careers #JobBoard #JobHunt #JobSearch #HiringNow,"['420', 'meme', 'day', '///', '420meme', '420memes', 'marijuana', 'jobs', 'cannabis', 'careers', 'jobboard', 'jobhunt', 'jobsearch', 'hiringnow']"
6120,"RT @NORML: Following #cannabis use, #ADHD patients showed improvements in depression, anxiety, and in their ability to pay attention. Resea","['following', 'cannabis', 'use', 'adhd', 'patients', 'showed', 'improvements', 'depression', 'anxiety', 'ability', 'pay', 'attention', 'resea']"
6138,RT @AngelOfCannabis: Get over yourself  #StonerFam #smokeweed #CannabisCommunity  https://t.co/x5cSUB3bK7,"['get', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/x5csub3bk7']"
6246,"The $THC from @ThetanArena is now at $0.01471 
 Is down -0.578% compare to 1 hour ago
 And is down -11.018% compa https://t.co/v70he1bkpg","['thc', '0.01471', '-0.578', 'compare', 'hour', 'ago', '-11.018', 'compa', 'https', '//t.co/v70he1bkpg']"
